"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Metric Name","Metric Unit","Minimum","Maximum","Average"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_chip","","","","370"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_clock_rate","","","","1,800,000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_cluster_launch","","","","0"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_compute_capability_major","","","","8"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_compute_capability_minor","","","","6"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_compute_mode","","","","0"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_compute_preemption_supported","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_concurrent_kernels","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_concurrent_managed_access","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_confidential_computing_mode","","","","No-CC"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_cooperative_launch","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_cooperative_multi_device_launch","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_deferred_mapping_cuda_array_supported","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_device_index","","","","0"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_direct_managed_mem_access_from_host","","","","0"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_display_name","","","","NVIDIA RTX A6000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_dma_buf_supported","","","","0"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_ecc_enabled","","","","0"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_fb_bus_width","","","","384"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_fbp_count","","","","6"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_generic_compression_supported","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_global_l1_cache_supported","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_global_memory_bus_width","","","","384"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_gpu_direct_rdma_flush_writes_options","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_gpu_direct_rdma_supported","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_gpu_direct_rdma_with_cuda_vmm_supported","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_gpu_direct_rdma_writes_ordering","","","","0"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_gpu_overlap","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_gpu_pci_device_id","","","","573,575,390"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_gpu_pci_ext_device_id","","","","8,752"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_gpu_pci_ext_downstream_link_rate","","","","16,000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_gpu_pci_ext_downstream_link_width","","","","16"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_gpu_pci_ext_gen","","","","3"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_gpu_pci_ext_gpu_gen","","","","3"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_gpu_pci_ext_gpu_link_rate","","","","16,000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_gpu_pci_ext_gpu_link_width","","","","16"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_gpu_pci_revision_id","","","","161"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_gpu_pci_sub_system_id","","","","341,381,342"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_handle_type_posix_file_descriptor_supported","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_handle_type_win32_handle_supported","","","","0"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_handle_type_win32_kmt_handle_supported","","","","0"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_host_native_atomic_supported","","","","0"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_host_numa_id","","","","0"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_host_register_supported","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_implementation","","","","370"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_integrated","","","","0"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_ipc_event_supported","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_kernel_exec_timeout","","","","0"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_l2_cache_size","","","","6,291,456"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_l2s_count","","","","48"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_limits_max_cta_per_sm","","","","16"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_local_l1_cache_supported","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_managed_memory","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_access_policy_window_size","","","","134,213,632"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_block_dim_x","","","","1,024"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_block_dim_y","","","","1,024"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_block_dim_z","","","","64"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_blocks_per_multiprocessor","","","","16"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_gpu_frequency_khz","","","","1,800,000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_grid_dim_x","","","","2,147,483,647"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_grid_dim_y","","","","65,535"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_grid_dim_z","","","","65,535"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_ipc_per_multiprocessor","","","","4"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_ipc_per_scheduler","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_mem_frequency_khz","","","","8,001,000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_persisting_l2_cache_size","","","","4,325,376"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_pitch","","","","2,147,483,647"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_registers_per_block","","","","65,536"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_registers_per_multiprocessor","","","","65,536"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_registers_per_thread","","","","255"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_shared_memory_per_block","","","","49,152"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_shared_memory_per_block_optin","","","","101,376"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_shared_memory_per_multiprocessor","","","","102,400"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_threads_per_block","","","","1,024"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_threads_per_multiprocessor","","","","1,536"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_warps_per_multiprocessor","","","","48"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_max_warps_per_scheduler","","","","12"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_surface1d_layered_layers","","","","2,048"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_surface1d_layered_width","","","","32,768"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_surface1d_width","","","","32,768"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_surface2d_height","","","","65,536"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_surface2d_layered_height","","","","32,768"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_surface2d_layered_layers","","","","2,048"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_surface2d_layered_width","","","","32,768"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_surface2d_width","","","","131,072"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_surface3d_depth","","","","16,384"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_surface3d_height","","","","16,384"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_surface3d_width","","","","16,384"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_surfacecubemap_layered_layers","","","","2,046"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_surfacecubemap_layered_width","","","","32,768"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_surfacecubemap_width","","","","32,768"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture1d_layered_layers","","","","2,048"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture1d_layered_width","","","","32,768"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture1d_linear_width","","","","268,435,456"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture1d_mipmapped_width","","","","32,768"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture1d_width","","","","131,072"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture2d_gather_height","","","","32,768"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture2d_gather_width","","","","32,768"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture2d_height","","","","65,536"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture2d_layered_height","","","","32,768"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture2d_layered_layers","","","","2,048"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture2d_layered_width","","","","32,768"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture2d_linear_height","","","","65,000"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture2d_linear_pitch","","","","2,097,120"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture2d_linear_width","","","","131,072"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture2d_mipmapped_height","","","","32,768"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture2d_mipmapped_width","","","","32,768"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture2d_width","","","","131,072"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture3d_depth","","","","16,384"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture3d_depth_alternate","","","","32,768"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture3d_height","","","","16,384"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture3d_height_alternate","","","","8,192"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture3d_width","","","","16,384"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texture3d_width_alternate","","","","8,192"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texturecubemap_layered_layers","","","","2,046"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texturecubemap_layered_width","","","","32,768"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_maximum_texturecubemap_width","","","","32,768"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_mem_sync_domain_count","","","","1"
"4192105","green_ctx_bw_bench","127.0.0.1","read_bandwidth_kernel(const float4 *, float *, unsigned long)","(256, 1, 1)","(128, 1, 1)","0","8.6","6","device__attribute_memory_clock_rate","","","","8,001,000"
